"","char.name","char.stat","char.value"
"488","Valerie Barlow","Duration","1961, 1962-1971"
"489","Valerie Barlow","Number of appearances","632"
"490","Valerie Barlow","Played by","Anne Reid"
"491","Des Barnes","Occupation","Bookmaker"
"492","Des Barnes","Born","24th April 1965"
"493","Des Barnes","Birthplace","Hartlepool"
"494","Des Barnes","Died","18th November 1998"
"495","Des Barnes","Father","Bob Barnes"
"496","Des Barnes","Mother","Pat Barnes"
"497","Des Barnes","Sibling(s)","Colin Barnes"
"498","Des Barnes","Spouse(s)","Stephanie Jones (1990)Natalie Horrocks (1998)"
"499","Des Barnes","First appearance","12th February 1990"
"500","Des Barnes","Last appearance","18th November 1998"
"501","Des Barnes","Duration","1990-1998"
"502","Des Barnes","Number of appearances","772"
"503","Des Barnes","Played by","Philip Middlemiss"
"504","Natalie Barnes","Occupation","Landlady"
"505","Natalie Barnes","Born","12th October 1957"
"506","Natalie Barnes","Residence","Cotswolds"
"507","Natalie Barnes","Sibling(s)","Deborah Brownlow"
"508","Natalie Barnes","Spouse(s)","Nick HorrocksDes Barnes (1998)"
"509","Natalie Barnes","Children","Tony Horrocks (1975)Laura Barnes (2001)"
"510","Natalie Barnes","First appearance","26th February 1997"
"511","Natalie Barnes","Last appearance","31st December 2000"
"512","Natalie Barnes","Duration","1997-2000"
"513","Natalie Barnes","Number of appearances","489"
"514","Natalie Barnes","Played by","Denise Welch"
"515","Steph Barnes","Occupation","Store assistant"
"516","Steph Barnes","Born","11th June 1965"
"517","Steph Barnes","Father","Maurice Jones"
"518","Steph Barnes","Mother","Carol Jones"
"519","Steph Barnes","Spouse(s)","Des Barnes (1990)"
"520","Steph Barnes","First appearance","12th February 1990"
"521","Steph Barnes","Last appearance","4th October 1995"
"522","Steph Barnes","Duration","1990-1991, 1992, 1995"
"523","Steph Barnes","Number of appearances","130"
"524","Steph Barnes","Played by","Amelia Bullmore"
"525","Janice Battersby","Occupation","Machinist"
"526","Janice Battersby","Born","17th June 1965"
"527","Janice Battersby","Birthplace","Weatherfield"
"528","Janice Battersby","Residence","Liverpool"
"529","Janice Battersby","Sibling(s)","Janet Lee"
"530","Janice Battersby","Spouse(s)","Les Battersby (1994)"
"531","Janice Battersby","Children","Toyah Lee (1982)"
"532","Janice Battersby","First appearance","6th January 1997"
"533","Janice Battersby","Last appearance","25th March 2011"
"534","Janice Battersby","Duration","1997-2011"
"535","Janice Battersby","Number of appearances","1557"
"536","Janice Battersby","Played by","Vicky Entwistle"
"537","Leanne Battersby","Occupation","Co-owner of Viaduct Bistro"
"538","Leanne Battersby","Born","2nd July 1981"
"539","Leanne Battersby","Residence","12 Victoria Court"
"540","Leanne Battersby","Father","Les Battersby"
"541","Leanne Battersby","Mother","Stella Price"
"542","Leanne Battersby","Sibling(s)","Greg Kelly (half-brother) Eva Price (half-sister) Chesney Brown (adoptive half-brother)"
"543","Leanne Battersby","Spouse(s)","Nick Tilsley (1998, 2013) Peter Barlow (2010)"
"544","Leanne Battersby","Children","Simon Barlow (legal son) Oliver Battersby (2017)"
"545","Leanne Battersby","First appearance","4th July 1997"
"546","Leanne Battersby","Duration","1997-2000, 2004-2006, 2007 to present"
"547","Leanne Battersby","Number of appearances","2525 (as of Episode 10823/4)"
"548","Leanne Battersby","Played by","Jane Danson"
"549","Oliver Battersby","Born","20th February  2017"
"550","Oliver Battersby","Birthplace","Victoria Court"
"551","Oliver Battersby","Died","27th November 2020"
"552","Oliver Battersby","Father","Steve McDonald"
"553","Oliver Battersby","Mother","Leanne Battersby"
"554","Oliver Battersby","Sibling(s)","Simon Barlow (legal half-brother)Emma Brooker (half-sister)Amy Barlow (half-sister)Ruairi McDonald (half-brother)"
"555","Oliver Battersby","First appearance","20th February 2017"
"556","Oliver Battersby","Last appearance","27th November 2020"
"557","Oliver Battersby","Duration","2017-2020"
"558","Oliver Battersby","Number of appearances","139"
"559","Oliver Battersby","Played by","Toby Catley (2017)Emmanuel & Jeremiah Cheetham (2017-2020)"
"560","Cilla Battersby-Brown","Occupation","Barmaid"
"561","Cilla Battersby-Brown","Born","17th December 1965"
"562","Cilla Battersby-Brown","Residence","Wolverhampton"
"563","Cilla Battersby-Brown","Sibling(s)","Connie"
"564","Cilla Battersby-Brown","Spouse(s)","Les Battersby (2005)"
"565","Cilla Battersby-Brown","Children","Billy Brown Fiz Brown (1984) Chesney Brown (1994)"
"566","Cilla Battersby-Brown","First appearance","20th October 2003"
"567","Cilla Battersby-Brown","Last appearance","14th November 2014"
"568","Cilla Battersby-Brown","Duration","2003-2007, 2014"
"569","Cilla Battersby-Brown","Number of appearances","329"
"570","Cilla Battersby-Brown","Played by","Wendi Peters"
"571","Les Battersby-Brown","Occupation","Taxi driverRoadie"
"572","Les Battersby-Brown","Born","28th August 1955"
"573","Les Battersby-Brown","Mother","Betty Battersby"
"574","Les Battersby-Brown","Sibling(s)","Josie"
"575","Les Battersby-Brown","Spouse(s)","a wife Janice Lee (1994) Cilla Brown (2005)"
"576","Les Battersby-Brown","Children","Greg Kelly (1972) Leanne Battersby (1981) Chesney Brown (adoptive, 2006)"
"577","Les Battersby-Brown","First appearance","4th July 1997"
"578","Les Battersby-Brown","Last appearance","6th May 2007 (main appearance)5th May 2008 (voice only)"
"579","Les Battersby-Brown","Duration","1997-2007, 2008 (see background information)"
"580","Les Battersby-Brown","Number of appearances","1022"
"581","Les Battersby-Brown","Played by","Bruce Jones"
"582","Andrea Beckett","Birthplace","Weatherfield"
"583","Andrea Beckett","Residence","Jersey"
"584","Andrea Beckett","Father","Roger"
"585","Andrea Beckett","Spouse(s)","Neil Beckett (1994)"
"586","Andrea Beckett","Children","Jessica Beckettsecond daughter (2016)"
"587","Andrea Beckett","First appearance","23rd December 2013"
"588","Andrea Beckett","Last appearance","25th September 2015"
"589","Andrea Beckett","Duration","2013-2015"
"590","Andrea Beckett","Number of appearances","148"
"591","Andrea Beckett","Played by","Hayley Tamaddon"
"592","Sharon Bentley","Born","22nd March 1965"
"593","Sharon Bentley","Sibling(s)","Wayne Gaskell Darren Gaskell Gary Gaskell"
"594","Sharon Bentley","Spouse(s)","Ian Bentley (1999)"
"595","Sharon Bentley","First appearance","1st March 1982"
"596","Sharon Bentley","Last appearance","25th June 2021"
"597","Sharon Bentley","Duration","1982, 1983-1984, 1999, 2021"
"598","Sharon Bentley","Number of appearances","209"
"599","Sharon Bentley","Played by","Tracie Bennett"
"600","Suzie Birchall","Occupation","Shop assistant"
"601","Suzie Birchall","Born","3rd May 1958"
"602","Suzie Birchall","Residence","Blackburn, Lancashire"
"603","Suzie Birchall","Father","Bob Birchall"
"604","Suzie Birchall","Mother","Margaret Birchall"
"605","Suzie Birchall","Spouse(s)","Terry Goodwin (1982)"
"606","Suzie Birchall","First appearance","10th January 1977"
"607","Suzie Birchall","Last appearance","29th June 1983"
"608","Suzie Birchall","Duration","1977-1979, 1983"
"609","Suzie Birchall","Number of appearances","195"
"610","Suzie Birchall","Played by","Cheryl Murray"
"611","Emily Bishop","Occupation","Shop assistant (retired)"
"612","Emily Bishop","Born","18th October 1929"
"613","Emily Bishop","Birthplace","Harrogate"
"614","Emily Bishop","Residence","16a Turnham Street, Edinburgh"
"615","Emily Bishop","Father","James Nugent"
"616","Emily Bishop","Mother","Agnes Nugent"
"617","Emily Bishop","Sibling(s)","Edgar NugentNorah SeddonBrenda NugentJoan CorrieMarjorie Nugent"
"618","Emily Bishop","Spouse(s)","Ernest Bishop (1972) Arnold Swain (1980, bigamous)"
"619","Emily Bishop","First appearance","21st December 1960 (uncredited walk on actress) 27th January 1961 (first appearance by Eileen Derbyshire)"
"620","Emily Bishop","Last appearance","9th October 2019"
"621","Emily Bishop","Duration","1960-1961, 1962-1966, 1967-2016, 2019"
"622","Emily Bishop","Number of appearances","3302"
"623","Emily Bishop","Played by","Eileen Derbyshire"
"624","Ernest Bishop","Occupation","Photographer"
"625","Ernest Bishop","Born","11th August 1930"
"626","Ernest Bishop","Died","11th January 1978"
"627","Ernest Bishop","Father","George Bishop"
"628","Ernest Bishop","Mother","Caroline Bishop"
"629","Ernest Bishop","Sibling(s)","Edie Burgess"
"630","Ernest Bishop","Spouse(s)","Emily Nugent (1972)"
"631","Ernest Bishop","First appearance","6th September 1967"
"632","Ernest Bishop","Last appearance","11th January 1978"
"633","Ernest Bishop","Duration","1967, 1969-1978"
"634","Ernest Bishop","Number of appearances","410"
"635","Ernest Bishop","Played by","Stephen Hancock"
"636","Natasha Blakeman","Occupation","Salon owner"
"637","Natasha Blakeman","Born","16th February 1981"
"638","Natasha Blakeman","Birthplace","Worsley"
"639","Natasha Blakeman","Died","19th October 2021"
"640","Natasha Blakeman","Sibling(s)","A brother Melissa"
"641","Natasha Blakeman","Children","Sam Blakeman (2011)"
"642","Natasha Blakeman","First appearance","12th May 2008"
"643","Natasha Blakeman","Last appearance","25th October 2021"
"644","Natasha Blakeman","Duration","2008-2010, 2020-2021"
"645","Natasha Blakeman","Number of appearances","192"
"646","Natasha Blakeman","Played by","Rachel Leskovac"
"647","Sam Blakeman","Born","28th April 2011"
"648","Sam Blakeman","Residence","12 Victoria Court"
"649","Sam Blakeman","Father","Nick Tilsley"
"650","Sam Blakeman","Mother","Natasha Blakeman"
"651","Sam Blakeman","First appearance","2nd October 2020"
"652","Sam Blakeman","Duration","2020 to present"
"653","Sam Blakeman","Number of appearances","159 (as of Episode 10823/4)"
"654","Sam Blakeman","Played by","Jude Riordan"
"655","Jerry Booth","Occupation","Builder"
"656","Jerry Booth","Born","2nd August 1941"
"657","Jerry Booth","Died","10th November 1975"
"658","Jerry Booth","Father","Ernest Booth"
"659","Jerry Booth","Mother","Nellie Booth"
"660","Jerry Booth","Spouse(s)","Myra Dickinson (1963)"
"661","Jerry Booth","Children","One daughter (1964)"
"662","Jerry Booth","First appearance","23rd July 1962"
"663","Jerry Booth","Last appearance","29th October 1975"
"664","Jerry Booth","Duration","1962-1964, 1965-1968, 1971-1975"
"665","Jerry Booth","Number of appearances","651"
"666","Jerry Booth","Played by","Graham Haberfield"
"667","Myra Booth","Occupation","Typist"
"668","Myra Booth","Father","George Dickinson"
"669","Myra Booth","Spouse(s)","Jerry Booth (1963)"
"670","Myra Booth","Children","A daughter (1964)"
"671","Myra Booth","First appearance","4th September 1963"
"672","Myra Booth","Last appearance","21st February 1968"
"673","Myra Booth","Duration","1963-1964, 1968"
"674","Myra Booth","Number of appearances","60"
"675","Myra Booth","Played by","Susan Jameson"
"676","Alan Bradley","Occupation","Owner of Weatherfield Security Systems"
"677","Alan Bradley","Born","20th July 1939"
"678","Alan Bradley","Died","8th December 1989"
"679","Alan Bradley","Spouse(s)","Pat Bradley"
"680","Alan Bradley","Children","Jenny Bradley (1971)"
"681","Alan Bradley","First appearance","15th January 1986"
"682","Alan Bradley","Last appearance","8th December 1989"
"683","Alan Bradley","Duration","1986-1989"
"684","Alan Bradley","Number of appearances","221"
"685","Alan Bradley","Played by","Mark Eden"
"686","Terry Bradshaw","Occupation","Soldier"
"687","Terry Bradshaw","Father","Harold Bradshaw"
"688","Terry Bradshaw","Mother","Daisy Hibbert"
"689","Terry Bradshaw","Sibling(s)","Renee Roberts"
"690","Terry Bradshaw","First appearance","2nd February 1976"
"691","Terry Bradshaw","Last appearance","22nd December 1976"
"692","Terry Bradshaw","Duration","1976"
"693","Terry Bradshaw","Number of appearances","48"
"694","Terry Bradshaw","Played by","Bob Mason"
"695","Don Brennan","Occupation","Taxi driver"
"696","Don Brennan","Born","30th November 1937"
"697","Don Brennan","Birthplace","Weatherfield"
"698","Don Brennan","Died","8th October 1997"
"699","Don Brennan","Father","Michael Brennan"
"700","Don Brennan","Mother","Bridget Brennan"
"701","Don Brennan","Sibling(s)","Maureen Brennan"
"702","Don Brennan","Spouse(s)","Pat O'Connor (1958) Ivy Tilsley (1988)"
"703","Don Brennan","Children","Margaret Brennan Eileen Brennan Gordon Brennan"
"704","Don Brennan","First appearance","7th September 1987"
"705","Don Brennan","Last appearance","8th October 1997"
"706","Don Brennan","Duration","1987-1997"
"707","Don Brennan","Number of appearances","735"
"708","Don Brennan","Played by","Geoff Hinsliff"
"709","Ivy Brennan","Occupation","Factory worker"
"710","Ivy Brennan","Born","8th April 1936"
"711","Ivy Brennan","Birthplace","Rochdale"
"712","Ivy Brennan","Died","23rd August 1995"
"713","Ivy Brennan","Father","Jim Nelson"
"714","Ivy Brennan","Mother","Alice Nelson"
"715","Ivy Brennan","Sibling(s)","Sheila Nelson"
"716","Ivy Brennan","Spouse(s)","Jack Tilsley (explanation)Bert Tilsley (1956) Don Brennan (1988)"
"717","Ivy Brennan","Children","Brian Tilsley (1958)"
"718","Ivy Brennan","First appearance","14th June 1971"
"719","Ivy Brennan","Last appearance","25th March 1994"
"720","Ivy Brennan","Duration","1971-1972, 1974, 1975, 1976-1994"
"721","Ivy Brennan","Number of appearances","1167"
"722","Ivy Brennan","Played by","Lynne Perrie"
"723","Luke Britton","Occupation","Mechanic"
"724","Luke Britton","Born","29th December 1990"
"725","Luke Britton","Died","5th January 2018"
"726","Luke Britton","Father","Mr Britton"
"727","Luke Britton","Mother","Mrs Britton"
"728","Luke Britton","Sibling(s)","Steph Britton"
"729","Luke Britton","First appearance","3rd March 2014"
"730","Luke Britton","Last appearance","5th January 2018 (on-screen)10th January 2018 (mobile footage)"
"731","Luke Britton","Duration","2014-2018"
"732","Luke Britton","Number of appearances","293"
"733","Luke Britton","Played by","Dean Fagan"
"734","Steph Britton","Occupation","Waitress"
"735","Steph Britton","Born","22nd February 1995"
"736","Steph Britton","Residence","Portugal"
"737","Steph Britton","Father","Mr Britton"
"738","Steph Britton","Mother","Mrs Britton"
"739","Steph Britton","Sibling(s)","Luke Britton"
"740","Steph Britton","First appearance","18th February 2013"
"741","Steph Britton","Last appearance","7th February 2018"
"742","Steph Britton","Duration","2013-2017, 2018"
"743","Steph Britton","Number of appearances","319"
"744","Steph Britton","Played by","Tisha Merry"
"745","Emma Brooker","Occupation","Barmaid  Hairdresser"
"746","Emma Brooker","Born","3rd May 1999"
"747","Emma Brooker","Residence","Australia"
"748","Emma Brooker","Father","Steve McDonald"
"749","Emma Brooker","Mother","Fiona Middleton"
"750","Emma Brooker","Sibling(s)","Morgan Middleton (half-brother)Amy Barlow (half-sister)Ruairi McDonald (half-brother)Oliver Battersby (half-brother)"
"751","Emma Brooker","First appearance","20th April 2018"
"752","Emma Brooker","Last appearance","8th April 2022"
"753","Emma Brooker","Duration","2018-2022"
"754","Emma Brooker","Number of appearances","391"
"755","Emma Brooker","Played by","Alexandra Mardell"
"756","Chesney Brown","Occupation","Assistant at Prima Doner"
"757","Chesney Brown","Born","26th July 1994"
"758","Chesney Brown","Residence","5 Coronation Street"
"759","Chesney Brown","Father","Les Battersby-Brown (adoptive)"
"760","Chesney Brown","Mother","Cilla Battersby-Brown"
"761","Chesney Brown","Sibling(s)","Billy Brown (half-brother) Fiz Stape (half-sister) Greg Kelly (adoptive half-brother) Leanne Battersby (adoptive half-sister)"
"762","Chesney Brown","Children","Joseph Brown (2011) Aled Winter-Brown (2019) Bryn Winter-Brown (2019) Carys Winter-Brown (2019) Llio Winter-Brown (2019)"
"763","Chesney Brown","First appearance","10th November 2003"
"764","Chesney Brown","Duration","2003 to present"
"765","Chesney Brown","Number of appearances","1400 (as of Episode 10823/4)"
"766","Chesney Brown","Played by","Sam Aston"
"767","Joseph Brown","Born","23rd December 2011"
"768","Joseph Brown","Birthplace","Weatherfield Community Hall"
"769","Joseph Brown","Residence","5 Coronation Street"
"770","Joseph Brown","Father","Chesney Brown"
"771","Joseph Brown","Mother","Katy Armstrong"
"772","Joseph Brown","Sibling(s)","Aled Winter-Brown (half-brother) Bryn Winter-Brown (half-brother) Carys Winter-Brown (half-sister) Llio Winter-Brown (half-sister)"
"773","Joseph Brown","First appearance","23rd December 2011"
"774","Joseph Brown","Duration","2011-2015, 2017 to present"
"775","Joseph Brown","Number of appearances","221 (as of Episode 10823/4)"
"776","Joseph Brown","Played by","Ronny & Tommy Cheetham (2011-2014)Lucca-Owen Warwick (2014-2015) William Flanagan (2017 to present)"
